Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2025,107,1434,66,1283,64,H,0,19,47,4,19,24,31,1,21,8,5,3,6,16,25,61,5,23,9,14,13,26,12,10,3,3,25
2025,107,1452,62,1153,59,H,0,22,55,6,18,12,14,12,27,12,9,2,2,10,25,61,7,23,2,7,9,21,8,4,4,4,15
2025,107,1457,81,1342,77,A,0,30,56,8,17,13,20,10,28,15,14,4,2,15,31,65,9,19,6,14,6,15,18,6,7,4,20
2025,107,1459,82,1440,43,A,0,32,57,10,26,8,16,10,33,17,13,12,5,15,14,54,7,31,8,16,5,16,5,17,7,1,16
2025,108,1101,75,1381,59,H,0,28,66,3,12,16,24,13,16,9,11,19,4,21,20,51,1,12,18,23,14,24,9,26,8,2,19
2025,108,1107,79,1263,68,H,0,27,58,4,14,21,26,11,23,13,9,7,2,12,27,53,6,18,8,12,4,20,12,16,6,6,20
2025,108,1111,79,1204,74,H,1,27,64,6,25,19,31,10,26,13,10,4,4,14,27,71,10,32,10,11,11,30,16,11,5,3,25
2025,108,1122,92,1474,78,A,0,30,62,14,25,18,22,7,23,16,10,10,1,23,24,51,6,18,24,31,3,24,15,13,9,7,14
2025,108,1127,79,1306,60,H,0,27,52,7,20,18,24,9,30,9,17,5,3,16,22,60,5,24,11,20,7,18,7,9,9,2,17
2025,108,1146,82,1480,71,A,0,26,54,12,28,18,24,7,17,17,11,8,1,12,25,52,8,18,13,17,5,19,19,13,9,2,16
2025,108,1148,81,1152,75,A,0,27,49,6,17,21,24,5,26,16,11,6,2,14,26,67,10,27,13,14,14,18,14,12,6,3,17
2025,108,1157,87,1379,78,A,0,28,56,9,21,22,34,6,33,17,13,4,1,25,24,59,5,18,25,42,7,22,7,8,10,1,24
2025,108,1158,73,1318,62,A,0,32,62,7,19,2,9,7,30,13,9,5,7,10,24,61,7,25,7,8,5,25,12,11,8,7,10
2025,108,1167,71,1413,66,A,0,21,49,6,13,23,28,11,32,11,13,4,6,18,23,55,11,27,9,22,5,16,14,8,8,2,21
2025,108,1169,84,1414,72,A,0,29,64,8,19,18,21,16,21,17,10,6,4,19,22,54,10,25,18,24,9,20,19,9,7,4,17
2025,108,1170,80,1451,77,A,0,29,53,15,29,7,15,9,22,21,11,6,7,15,31,59,9,22,6,11,4,18,16,7,7,4,19
2025,108,1180,78,1174,74,A,0,29,49,6,16,14,15,4,26,13,16,5,1,7,30,63,8,25,6,8,7,14,17,10,11,0,16
2025,108,1183,63,1475,54,A,0,24,66,6,20,9,13,13,25,10,14,12,2,16,20,50,5,16,9,15,4,25,9,18,8,4,15
2025,108,1188,80,1287,62,A,0,26,50,8,16,20,24,6,23,12,8,2,3,14,25,60,4,19,8,17,8,18,8,4,7,0,18
2025,108,1189,69,1406,63,H,0,22,53,9,23,16,19,5,23,13,12,7,5,9,24,62,8,27,7,10,9,22,17,9,10,2,13
2025,108,1195,83,1391,80,A,0,27,56,6,18,23,30,12,26,10,7,2,2,19,27,59,11,24,15,22,5,19,12,3,4,1,21
2025,108,1225,83,1319,78,A,0,28,56,10,24,17,19,6,25,14,11,6,4,19,27,66,10,27,14,22,15,19,9,8,7,2,18
2025,108,1226,82,1340,74,H,0,29,55,6,21,18,23,7,23,18,9,7,6,16,29,61,5,17,11,15,6,16,7,11,6,4,21
2025,108,1241,83,1209,63,H,0,29,61,10,29,15,21,10,21,14,6,6,0,22,19,50,2,13,23,32,11,21,2,10,5,0,17
2025,108,1244,83,1431,73,H,0,27,53,10,27,19,24,7,23,20,13,5,7,15,26,59,5,20,16,24,9,18,11,9,7,1,18
2025,108,1252,75,1466,63,H,0,28,56,11,27,8,10,5,25,10,8,6,4,11,22,52,5,13,14,17,5,22,4,9,6,5,11
2025,108,1256,85,1292,74,A,0,26,58,10,27,23,29,6,26,15,6,9,1,25,24,53,7,17,19,27,6,22,10,11,3,5,19
2025,108,1262,98,1420,79,H,0,37,58,11,20,13,18,6,20,24,11,8,6,11,31,62,10,28,7,11,9,15,14,10,4,1,12
2025,108,1267,81,1330,77,A,0,32,53,6,17,11,17,6,27,21,15,4,5,20,25,59,6,19,21,31,9,17,6,7,10,1,18
2025,108,1268,88,1425,71,H,0,31,63,8,20,18,21,8,32,14,9,8,4,9,29,63,7,22,6,8,2,22,13,9,7,3,16
2025,108,1284,68,1220,62,A,0,18,46,6,21,26,35,10,22,11,11,6,2,20,22,50,6,17,12,20,10,19,11,11,7,2,24
2025,108,1294,95,1186,76,H,0,32,48,10,18,21,28,4,27,14,13,4,2,18,28,61,6,21,14,17,7,13,8,7,6,2,18
2025,108,1299,53,1144,50,H,0,20,49,6,18,7,9,7,22,7,18,10,4,14,20,51,3,20,7,12,7,21,11,14,7,4,15
2025,108,1308,61,1240,52,A,0,22,54,2,15,15,24,13,27,6,8,2,2,16,16,52,6,29,14,20,7,16,6,6,7,5,19
2025,108,1316,77,1239,73,H,0,25,59,15,34,12,16,4,26,16,10,10,4,16,29,69,3,16,12,17,11,30,8,12,6,6,18
2025,108,1321,70,1326,49,A,0,25,54,2,14,18,19,11,22,5,9,4,2,16,17,52,4,21,11,13,7,13,8,15,5,1,18
2025,108,1333,84,1337,78,A,0,31,62,5,16,17,23,15,20,18,9,5,2,17,26,58,9,18,17,19,9,16,19,8,7,2,19
2025,108,1347,77,1421,53,H,0,26,54,8,19,17,24,11,26,11,7,5,0,17,15,46,4,18,19,22,5,18,8,10,7,3,18
2025,108,1358,78,1443,62,A,0,26,58,11,25,15,16,8,36,17,9,4,3,16,22,65,9,30,9,14,8,25,13,7,4,2,16
2025,108,1362,71,1334,58,H,0,27,58,4,26,13,20,7,27,10,11,9,2,19,21,57,3,25,13,21,11,27,8,13,6,2,16
2025,108,1364,86,1168,56,H,0,33,62,12,26,8,13,9,24,16,7,7,6,12,22,57,6,22,6,12,9,19,11,13,5,1,14
2025,108,1365,76,1258,61,H,0,28,64,11,32,9,15,15,31,13,14,4,3,12,21,56,7,23,12,15,4,19,11,9,5,4,13
2025,108,1369,87,1442,66,H,0,34,68,12,24,7,11,6,26,22,8,9,2,18,23,55,3,13,17,22,8,25,8,16,3,3,11
2025,108,1384,81,1478,76,A,1,29,64,10,31,13,17,15,19,11,16,11,2,14,29,56,11,32,7,10,6,19,17,17,11,1,19
2025,108,1399,71,1404,66,H,1,23,55,11,32,14,20,6,30,16,12,11,2,13,23,60,10,33,10,13,9,27,11,15,8,1,17
2025,108,1415,87,1253,66,H,0,27,59,14,28,19,23,9,22,13,11,7,0,24,24,48,3,12,15,21,4,16,7,13,2,5,21
2025,108,1418,72,1407,69,A,0,23,53,5,13,21,23,5,23,8,12,11,4,18,25,65,9,28,10,16,18,23,15,15,11,9,17
2025,108,1430,79,1469,77,A,1,31,63,10,19,7,16,6,27,17,9,7,8,16,26,64,12,24,13,16,8,26,13,10,4,8,19
2025,108,1436,59,1136,55,H,0,24,58,6,18,5,9,7,29,7,8,4,7,18,20,56,4,21,11,21,9,25,6,8,5,10,13
2025,108,1447,63,1476,57,H,0,24,54,5,12,10,14,8,20,13,6,5,3,10,19,52,10,26,9,13,8,20,15,9,6,6,13
2025,108,1455,75,1194,68,A,0,27,55,6,10,15,16,9,25,9,12,6,5,16,25,61,10,29,8,13,6,17,12,7,10,4,13
2025,108,1468,80,1184,74,H,0,27,50,8,20,18,24,4,30,17,11,5,1,16,24,66,11,37,15,17,11,20,16,6,8,0,20
2025,108,1471,81,1142,67,A,0,30,63,8,36,13,19,9,25,18,4,11,1,13,25,61,13,34,4,4,6,25,12,17,0,1,15
2025,108,1473,93,1114,92,A,1,34,68,9,24,16,26,14,24,8,14,9,2,24,35,65,3,14,19,29,9,19,14,16,8,6,21
2025,108,1479,65,1192,60,H,0,21,55,6,18,17,18,8,20,14,11,10,6,17,17,50,10,31,16,21,8,24,11,16,3,1,19
2025,109,1132,69,1405,68,A,0,28,60,8,25,5,7,8,30,10,14,3,2,17,24,63,8,27,12,15,7,23,14,8,4,3,12
2025,109,1135,86,1162,61,H,0,35,70,9,31,7,13,12,29,23,7,6,6,18,21,60,5,28,14,25,11,26,9,12,4,2,15
2025,109,1156,73,1178,65,A,0,23,57,9,20,18,23,8,19,14,10,10,4,18,22,52,5,16,16,22,10,24,8,14,5,4,19
2025,109,1193,69,1351,49,A,0,28,48,10,17,3,7,3,28,12,12,5,2,20,17,52,3,18,12,18,8,19,7,10,6,4,12
2025,109,1233,65,1264,60,H,0,25,65,6,23,9,17,18,30,18,13,8,6,20,19,63,7,32,15,21,13,20,11,8,9,4,14
2025,109,1236,80,1324,66,H,0,28,58,17,38,7,10,5,23,16,12,8,1,16,27,59,1,21,11,15,9,24,3,14,12,3,16
2025,109,1260,76,1173,72,H,0,27,54,5,14,17,27,4,22,19,9,6,7,19,24,62,6,25,18,23,9,23,12,8,5,4,20
2025,109,1265,89,1145,81,H,0,31,55,8,17,19,25,13,18,19,11,6,2,16,29,47,8,15,15,21,2,11,14,8,8,2,20
2025,109,1275,96,1245,92,H,1,29,57,14,28,24,29,6,15,19,14,9,5,23,32,60,7,14,21,27,14,23,17,19,7,2,20
2025,109,1277,75,1276,62,A,0,28,61,9,22,10,15,12,19,12,10,6,0,19,23,50,5,21,11,18,6,18,12,13,5,2,14
2025,109,1291,69,1389,58,H,0,25,59,6,23,13,17,14,26,14,7,3,0,21,18,57,4,28,18,26,13,20,6,8,7,3,17
2025,109,1297,80,1460,76,A,0,30,56,7,15,13,23,8,17,12,8,9,4,16,33,60,6,19,4,13,10,19,16,13,5,2,16
2025,109,1335,88,1171,75,H,0,32,70,9,28,15,17,6,34,20,9,5,1,20,23,65,10,37,19,23,7,23,14,8,3,2,16
2025,109,1343,76,1217,71,H,0,30,51,11,25,5,5,5,16,14,13,6,1,16,24,48,6,16,17,18,5,12,13,10,9,2,13
2025,109,1352,94,1453,85,H,0,35,65,5,18,19,28,7,26,22,6,4,4,21,27,59,7,20,24,30,10,25,17,10,3,2,24
2025,109,1357,60,1467,59,A,0,23,58,4,21,10,14,9,33,17,14,4,4,14,22,60,6,22,9,14,5,23,10,7,11,3,16
2025,109,1373,94,1310,60,H,0,31,55,7,15,25,27,6,25,16,8,7,6,19,22,52,6,17,10,16,6,16,10,14,3,4,22
2025,109,1437,81,1266,66,H,0,24,53,15,26,18,20,7,22,14,7,5,2,11,24,57,10,30,8,8,8,20,14,7,2,2,19
2025,109,1454,84,1464,74,A,0,28,58,7,17,21,25,11,22,19,13,5,1,19,25,51,9,25,15,20,3,18,14,11,5,8,21
2025,109,1463,92,1165,88,H,0,30,61,11,29,21,30,8,25,21,9,5,5,22,28,68,15,39,17,21,14,23,19,9,5,1,21
2025,110,1101,80,1469,72,H,0,30,59,3,11,17,23,10,20,16,12,12,2,21,22,54,8,22,20,27,13,19,9,18,5,6,19
2025,110,1102,72,1201,69,H,1,25,63,15,40,7,11,7,19,20,8,9,3,17,27,56,4,14,11,16,7,30,9,12,5,5,11
2025,110,1104,96,1246,83,H,0,32,61,11,31,21,25,7,31,14,15,7,4,20,29,68,9,26,16,22,10,22,14,12,13,2,22
2025,110,1106,60,1197,59,H,0,20,64,2,22,18,23,14,22,3,5,11,3,16,22,49,4,19,11,18,6,26,9,15,2,5,17
2025,110,1110,48,1131,44,H,0,18,56,2,21,10,12,9,19,6,7,12,3,10,17,49,8,21,2,4,8,28,10,19,2,3,14
2025,110,1114,75,1442,61,H,0,32,66,6,16,5,8,13,25,15,9,11,3,9,22,51,10,26,7,12,3,24,11,14,6,2,10
2025,110,1115,75,1341,64,A,0,31,53,3,6,10,15,8,25,15,12,6,1,12,27,60,6,22,4,11,6,14,14,8,6,2,18
2025,110,1116,92,1281,85,H,0,29,53,6,18,28,37,7,19,15,16,11,4,18,30,68,12,36,13,17,17,16,14,18,8,1,26
2025,110,1117,95,1419,70,H,0,38,69,15,39,4,9,8,27,26,8,11,3,14,26,61,8,15,10,14,9,25,14,12,5,0,8
2025,110,1120,82,1208,70,H,0,27,63,6,22,22,28,16,21,17,8,4,5,22,22,57,7,22,19,25,10,18,11,12,5,5,25
2025,110,1123,80,1138,66,H,0,24,55,6,13,26,36,11,25,10,11,5,0,19,22,55,4,23,18,26,8,22,9,14,4,3,29
2025,110,1125,77,1232,75,H,0,24,59,9,26,20,25,9,29,17,13,8,3,12,28,72,15,45,4,6,10,25,19,11,8,1,19
2025,110,1126,68,1105,64,A,0,24,52,5,16,15,23,10,27,15,20,4,4,17,23,68,8,34,10,14,11,18,14,12,10,6,19
2025,110,1127,71,1263,69,H,0,28,57,9,18,6,10,11,27,16,10,4,1,10,23,58,13,30,10,12,7,19,16,5,6,4,15
2025,110,1129,70,1305,69,A,0,25,54,8,25,12,17,6,25,16,11,7,1,16,28,54,7,19,6,12,2,20,15,8,7,4,13
2025,110,1130,69,1210,54,H,0,24,57,9,24,12,18,7,27,15,6,8,6,15,18,56,5,23,13,18,11,26,13,12,1,3,17
2025,110,1133,85,1293,83,H,1,30,66,12,22,13,18,11,30,11,11,4,8,24,24,60,9,27,26,32,8,25,13,8,9,4,21
2025,110,1139,84,1177,72,A,0,31,60,10,24,12,17,4,33,16,4,0,1,11,29,68,8,32,6,11,8,25,15,4,4,7,16
2025,110,1140,96,1112,95,A,0,36,65,14,31,10,14,8,12,21,9,9,1,21,32,59,10,22,21,25,13,19,23,14,8,3,18
2025,110,1141,86,1444,57,A,0,32,61,5,11,17,24,10,30,19,8,7,3,17,21,59,6,26,9,14,8,15,10,10,5,6,19
2025,110,1142,112,1415,100,H,1,39,72,10,31,24,32,9,29,9,13,3,2,22,31,73,11,32,27,31,13,24,12,12,7,1,25
2025,110,1148,67,1476,41,H,0,27,68,9,24,4,6,15,27,12,8,7,5,8,16,51,3,20,6,11,8,24,9,15,5,1,9
2025,110,1151,76,1154,75,H,0,27,60,10,30,12,16,12,13,20,6,6,6,13,26,49,7,20,16,19,8,20,9,6,4,1,14
2025,110,1153,75,1395,63,H,0,28,61,4,20,15,17,12,24,11,7,5,4,10,27,66,6,23,3,4,10,17,14,9,6,5,16
2025,110,1155,79,1374,69,A,0,28,57,14,29,9,11,8,15,24,9,9,5,18,25,57,8,25,11,14,16,19,16,15,9,4,12
2025,110,1160,76,1124,74,H,0,23,47,9,22,21,25,3,26,18,11,6,3,15,25,69,9,27,15,17,12,22,12,6,7,4,23
2025,110,1161,61,1424,53,A,0,22,52,5,19,12,14,5,27,13,10,6,3,15,21,50,4,11,7,17,5,25,14,9,6,2,14
2025,110,1165,85,1135,81,A,0,28,71,12,36,17,20,17,19,18,9,4,3,14,33,69,5,21,10,15,11,19,18,7,6,8,16
2025,110,1169,65,1413,62,A,0,23,46,3,13,16,20,9,23,8,19,5,0,16,22,57,8,24,10,12,11,12,9,11,12,5,15
2025,110,1171,76,1343,61,A,0,28,59,9,29,11,12,5,33,14,12,4,5,9,24,70,8,34,5,5,6,24,11,7,7,4,12
2025,110,1172,80,1200,69,A,0,28,58,7,22,17,24,7,29,14,11,7,1,17,27,64,8,25,7,12,10,23,15,13,10,1,22
2025,110,1180,64,1158,55,H,0,23,53,9,23,9,15,7,23,15,11,6,3,15,20,54,7,22,8,15,9,19,11,12,5,2,15
2025,110,1181,110,1228,67,N,0,40,72,12,23,18,24,12,28,28,6,5,1,23,23,61,2,26,19,28,10,20,10,9,4,6,17
2025,110,1183,67,1287,62,A,0,22,50,5,10,18,22,5,17,13,9,9,2,14,20,52,10,27,12,14,11,21,11,14,5,0,16
2025,110,1185,79,1296,76,A,0,21,50,9,22,28,36,8,24,10,7,6,4,13,25,55,15,27,11,17,7,18,11,9,5,3,21
2025,110,1190,73,1459,68,A,0,22,42,7,14,22,38,6,25,12,10,4,1,14,21,53,13,35,13,18,8,20,15,8,9,3,25
2025,110,1196,79,1261,65,A,0,31,70,7,22,10,14,17,28,12,5,6,5,12,24,63,9,31,8,12,9,20,15,7,2,1,15
2025,110,1202,75,1440,71,H,0,25,53,8,22,17,22,7,26,21,10,6,2,10,28,67,8,28,7,10,9,22,13,7,8,3,16
2025,110,1203,74,1269,52,H,0,27,56,9,23,11,16,7,26,17,10,8,2,18,20,59,3,16,9,15,12,23,10,11,7,3,15
2025,110,1209,76,1330,70,A,0,29,61,7,16,11,12,13,26,13,12,1,5,12,28,82,10,33,4,8,24,16,15,4,8,3,16
2025,110,1213,66,1465,64,H,0,24,57,6,17,12,19,10,23,8,17,9,4,13,23,53,9,23,9,10,5,20,12,15,9,5,17
2025,110,1214,83,1423,70,H,0,28,53,15,23,12,16,7,17,14,10,7,1,15,26,59,4,17,14,16,14,16,9,13,4,1,15
2025,110,1217,79,1335,78,A,1,27,60,6,27,19,20,3,23,13,7,5,3,16,32,63,3,14,11,15,8,23,13,9,3,1,17
2025,110,1219,90,1205,67,A,0,31,61,7,20,21,28,7,24,17,3,3,3,22,21,51,6,16,19,28,8,23,7,10,1,0,19
2025,110,1220,78,1174,65,A,0,30,57,13,24,5,6,4,21,19,12,7,4,15,25,53,4,20,11,13,8,20,8,15,7,2,13
2025,110,1222,68,1235,59,H,0,25,47,10,17,8,10,6,22,6,14,7,4,15,18,46,8,20,15,17,4,15,13,12,10,4,14
2025,110,1224,87,1288,81,A,0,29,58,10,24,19,31,12,17,16,11,7,9,23,24,62,2,15,31,37,20,18,8,10,2,3,23
2025,110,1226,83,1170,66,H,0,31,56,10,23,11,19,6,28,16,8,3,6,21,23,51,12,27,8,19,6,20,13,15,4,2,17
2025,110,1227,82,1191,77,H,0,26,64,8,22,22,28,12,25,18,7,8,3,16,28,60,9,24,12,15,2,25,16,10,4,6,23
2025,110,1229,70,1283,68,A,0,27,52,9,28,7,12,5,18,17,11,5,3,18,22,52,7,20,17,22,10,19,9,13,6,2,16
2025,110,1230,63,1372,61,H,0,24,49,4,14,11,19,10,24,12,14,8,2,18,22,57,7,20,10,12,8,16,6,10,8,3,15
2025,110,1234,85,1449,79,H,0,26,55,10,21,23,26,9,19,15,7,6,2,16,27,51,9,19,16,22,7,21,12,10,6,5,21
2025,110,1238,71,1108,63,H,0,28,51,4,16,11,13,4,29,19,7,3,11,11,27,70,3,17,6,10,12,18,9,3,4,1,12
2025,110,1240,73,1431,65,H,0,25,60,7,23,16,22,13,25,15,11,6,9,19,23,56,4,13,15,29,7,23,11,11,8,6,14
2025,110,1241,78,1204,73,H,0,22,59,8,24,26,33,13,19,12,7,8,5,14,26,61,9,23,12,14,12,27,8,14,5,2,20
2025,110,1242,96,1329,64,H,0,38,73,14,30,6,8,15,29,23,18,15,7,14,22,60,8,25,12,19,8,17,10,17,14,5,14
2025,110,1248,78,1250,70,H,0,26,57,7,23,19,19,10,22,17,9,6,3,11,26,57,9,18,9,13,7,21,14,11,4,1,18
2025,110,1249,66,1223,58,A,0,26,53,8,16,6,10,6,26,14,10,6,3,15,18,51,7,20,15,20,4,20,6,8,8,4,14
2025,110,1251,58,1198,45,H,0,20,47,12,31,6,9,4,19,15,16,9,3,7,20,54,1,12,4,5,7,21,8,16,13,3,7
2025,110,1254,76,1478,61,A,0,27,61,6,21,16,19,13,14,14,7,13,3,18,17,38,5,16,22,24,5,19,11,20,5,1,16
2025,110,1257,89,1199,81,H,0,26,52,7,21,30,34,9,21,10,13,7,2,14,32,59,4,17,13,17,7,18,11,14,7,3,25
2025,110,1258,93,1337,82,H,0,34,66,13,28,12,15,10,22,19,6,2,3,15,31,65,8,24,12,17,12,19,11,7,4,2,12
2025,110,1267,69,1111,59,A,0,27,56,6,20,9,10,3,28,12,7,5,6,12,22,60,5,24,10,16,10,24,12,8,5,2,14
2025,110,1270,73,1394,57,H,0,28,59,6,14,11,17,18,23,17,11,6,6,18,22,50,4,16,9,15,9,14,14,7,6,2,15
2025,110,1285,89,1286,85,A,0,30,55,8,19,21,26,5,19,11,5,8,4,26,30,56,5,14,20,33,7,19,8,9,1,3,20
2025,110,1292,74,1358,70,H,0,26,58,10,23,12,17,14,15,14,10,7,4,17,25,52,12,19,8,13,7,18,9,13,6,5,17
2025,110,1294,92,1225,74,H,0,36,57,9,18,11,16,6,23,17,6,5,0,10,29,58,7,16,9,12,7,17,5,10,3,2,14
2025,110,1299,73,1392,72,H,0,26,58,7,23,14,20,11,27,11,8,3,2,14,20,53,12,28,20,22,4,20,14,8,6,3,18
2025,110,1301,85,1448,73,H,0,29,58,13,32,14,17,11,24,23,12,3,3,24,22,53,2,9,27,34,7,18,13,11,4,0,16
2025,110,1303,93,1377,85,H,0,32,65,6,20,23,33,13,30,22,10,5,3,20,27,64,8,29,23,28,7,23,13,9,6,1,26
2025,110,1306,71,1107,60,A,0,26,58,10,21,9,11,5,28,16,14,9,3,22,17,53,8,23,18,26,9,18,10,14,8,4,13
2025,110,1308,60,1244,49,A,0,18,48,3,17,21,32,9,25,9,9,9,5,19,15,46,4,23,15,24,6,20,6,13,7,4,23
2025,110,1311,93,1410,84,H,0,32,63,8,22,21,34,8,25,10,6,8,4,10,34,75,12,35,4,7,11,26,18,12,3,5,21
2025,110,1313,79,1164,63,A,0,25,53,5,14,24,33,7,24,19,10,8,4,19,18,47,7,19,20,26,7,22,12,13,8,3,20
2025,110,1314,81,1438,66,H,0,27,56,9,16,18,22,10,21,13,10,4,1,12,24,53,6,22,12,13,3,18,11,8,9,3,19
2025,110,1315,79,1295,77,H,0,30,59,9,19,10,17,13,26,15,12,3,2,8,29,60,11,33,8,10,5,18,16,7,6,0,13
2025,110,1319,87,1186,67,H,0,34,55,9,14,10,13,4,24,17,9,9,0,12,26,56,9,22,6,7,5,18,16,10,5,1,17
2025,110,1322,73,1309,66,A,0,25,49,12,23,11,15,10,22,15,16,4,3,19,23,63,6,20,14,19,15,11,14,6,13,2,12
2025,110,1323,76,1338,72,H,0,27,48,6,17,16,20,5,19,12,11,6,1,18,27,53,7,20,11,18,8,15,9,9,6,1,16
2025,110,1325,84,1103,67,H,0,30,64,7,26,17,23,7,23,11,5,9,2,14,27,61,4,18,9,14,9,27,10,14,3,3,21
2025,110,1328,93,1280,87,H,0,29,55,11,26,24,34,7,23,18,9,7,4,18,29,73,10,31,19,22,19,22,15,12,7,2,22
2025,110,1331,71,1472,66,H,0,21,58,11,31,18,22,4,28,11,5,5,3,16,22,55,10,32,12,17,4,30,11,8,4,3,21
2025,110,1332,77,1458,73,A,1,30,72,8,23,9,12,7,24,8,8,9,5,14,30,65,7,28,6,6,5,32,9,17,6,1,14
2025,110,1333,83,1360,73,A,0,22,54,5,10,34,42,14,26,11,9,6,3,16,28,61,8,22,9,11,8,19,17,11,3,7,24
2025,110,1336,69,1278,60,A,0,21,46,4,14,23,25,5,28,18,13,5,7,16,20,59,5,23,15,20,9,20,15,8,9,2,20
2025,110,1339,81,1334,73,A,0,30,58,8,24,13,18,3,21,18,3,6,4,18,25,55,8,21,15,16,5,26,15,12,2,4,17
2025,110,1342,80,1347,73,A,0,23,51,7,15,27,32,7,18,9,8,3,1,23,25,49,8,19,15,24,5,20,13,10,2,3,25
2025,110,1349,71,1409,50,H,0,26,58,7,21,12,21,12,29,10,6,6,1,11,20,54,7,23,3,9,4,24,10,7,3,3,13
2025,110,1354,94,1175,88,A,1,29,54,8,19,28,34,11,20,17,21,11,0,28,29,55,3,10,27,35,7,13,14,19,14,0,26
2025,110,1359,93,1441,72,H,0,36,85,13,45,8,12,14,24,18,12,21,0,14,26,51,9,25,11,20,4,30,16,28,8,4,10
2025,110,1363,82,1461,73,A,0,28,58,7,20,19,32,7,22,11,7,10,4,15,26,55,8,19,13,17,7,22,16,14,4,2,20
2025,110,1364,58,1253,56,A,0,17,55,7,29,17,19,10,21,12,10,6,3,19,18,55,2,15,18,19,10,24,7,11,5,4,21
2025,110,1365,109,1450,79,A,0,39,72,23,38,8,11,13,23,22,10,8,2,18,27,53,9,26,16,21,4,17,13,13,6,8,14
2025,110,1367,79,1149,69,A,0,31,59,5,13,12,18,7,25,10,8,12,2,19,22,58,7,26,18,22,12,23,12,17,5,3,17
2025,110,1368,83,1477,65,H,0,29,56,6,18,19,26,11,22,17,8,8,3,16,23,50,9,26,10,13,4,17,9,14,4,1,17
2025,110,1369,74,1473,58,H,0,27,55,5,18,15,20,1,34,11,11,7,7,16,21,63,3,16,13,21,9,26,4,10,8,1,15
2025,110,1376,84,1400,69,H,0,22,51,6,18,34,45,4,27,12,8,5,5,22,23,57,5,16,18,27,9,21,11,10,4,7,28
2025,110,1380,71,1212,64,A,0,26,61,9,17,10,16,13,20,6,5,5,2,19,20,48,5,19,19,22,8,20,12,10,3,7,18
2025,110,1382,70,1182,63,H,0,24,48,8,17,14,21,2,21,14,7,8,2,14,20,55,9,32,14,20,13,25,13,10,6,3,17
2025,110,1384,85,1192,80,H,1,34,68,9,27,8,11,11,32,16,12,3,2,17,27,72,11,36,15,19,9,23,16,5,8,1,12
2025,110,1386,78,1350,62,H,0,28,51,15,33,7,9,2,28,20,13,5,2,11,22,58,8,19,10,10,4,18,14,7,8,0,12
2025,110,1387,81,1348,66,H,0,30,69,15,38,6,7,11,28,20,11,10,1,15,23,50,10,22,10,19,0,28,17,13,6,1,8
2025,110,1388,74,1211,67,A,0,27,61,8,20,12,15,11,21,10,8,3,1,13,27,56,4,14,9,12,7,18,12,7,5,4,15
2025,110,1390,66,1143,61,H,0,19,51,7,19,21,27,4,27,11,12,8,5,25,19,55,4,14,19,29,10,28,4,13,8,3,21
2025,110,1397,77,1401,69,A,0,23,54,13,27,18,20,8,20,15,7,7,5,20,23,59,5,30,18,20,11,24,16,11,5,4,16
2025,110,1399,77,1398,74,H,0,25,63,9,35,18,29,10,23,15,6,12,1,11,29,59,5,19,11,12,6,29,12,14,4,2,19
2025,110,1402,93,1375,92,H,1,34,65,13,28,12,16,12,20,23,9,6,0,17,30,59,12,27,20,23,9,19,16,8,6,0,15
2025,110,1403,73,1452,51,H,0,26,56,9,22,12,15,8,32,12,8,5,3,9,19,58,6,27,7,11,8,21,9,7,4,4,16
2025,110,1406,76,1144,67,A,0,26,51,10,19,14,19,7,21,11,6,2,4,18,22,54,8,23,15,20,8,18,12,6,2,3,14
2025,110,1407,83,1157,66,H,0,29,55,12,32,13,19,10,22,16,9,7,3,12,23,56,9,24,11,15,11,18,11,9,4,2,15
2025,110,1411,79,1290,38,H,0,32,71,6,27,9,14,16,31,16,14,13,6,12,13,55,4,18,8,14,6,20,6,18,7,2,11
2025,110,1414,73,1167,64,A,0,24,57,7,20,18,23,12,26,13,16,2,1,19,25,59,4,13,10,12,5,22,9,11,4,3,22
2025,110,1418,62,1379,60,A,0,23,61,9,26,7,15,10,18,14,7,8,2,16,20,44,3,13,17,22,6,29,11,16,4,3,12
2025,110,1420,95,1312,91,H,0,33,67,15,32,14,18,5,26,14,6,8,1,14,33,64,11,19,14,17,7,30,10,14,1,3,16
2025,110,1421,87,1255,82,H,0,32,59,14,28,9,12,5,18,17,11,11,6,21,31,62,10,21,10,17,11,21,24,17,4,0,17
2025,110,1422,78,1273,61,A,0,28,67,11,28,11,12,9,30,21,4,6,3,19,20,60,8,28,13,25,10,25,5,8,3,2,14
2025,110,1426,67,1470,57,H,0,22,53,7,29,16,23,11,25,16,14,3,7,22,21,57,2,11,13,20,12,21,13,12,10,1,22
2025,110,1429,79,1361,71,H,0,21,51,11,27,26,32,9,23,13,7,3,2,20,23,52,10,30,15,22,4,24,14,7,6,3,26
2025,110,1430,61,1370,55,H,0,17,48,8,22,19,24,9,27,13,10,5,6,16,18,54,7,24,12,19,11,20,13,7,5,5,21
